"Product","Blackbox flight data recorder by Nicholas Sherlock"
36,22563751,-4,-1,-6,0,0,0,-12,-2,0,0,0,1,1,-1,1000,1,0,-1,0,424,122,808,4,1,4,-2,0,3,78,-84,2028,0,0,0,0,0,0,0,0,241,231,158,191,12,12,14,14,1,0,0,1,1,-0.048993769768274104,-0.0403302753173478,6.283064242572523,-16,-3,-6,1,0,-1,0,-3,-1,-5
40,22564748,-4,-1,-6,0,0,0,-7,-1,0,0,0,1,1,-1,1000,1,0,-1,0,424,122,808,3,1,4,0,-1,1,72,-91,2027,0,0,0,0,0,0,0,0,222,208,158,191,12,12,14,14,1,0,0,1,1,-0.04857627667449728,-0.03987305938016126,6.28299545287499,-11,-2,-6,1,0,-1,0,-2,-1,-5
44,22565737,1,0,-6,0,0,0,2,1,0,0,0,1,1,-1,1000,1,0,-1,0,424,122,808,0,1,3,0,-2,0,67,-112,2035,0,0,0,0,0,0,0,0,184,158,172,193,12,12,14,14,1,0,0,1,1,-0.049111047791602,-0.039271839176165335,6.282944642466078,3,1,-6,1,0,-1,0,1,-1,-4
48,22566728,3,1,-6,0,0,0,10,4,0,0,0,1,1,-1,1000,1,0,-1,0,424,122,808,-1,0,2,0,-2,-1,61,-124,2050,0,0,0,0,0,0,0,0,198,158,225,226,12,12,14,14,1,0,0,1,1,-0.050003946749485065,-0.03852857336536272,6.282910253835865,13,5,-6,1,0,-1,0,2,0,-3
52,22567719,3,2,-4,0,0,0,11,6,0,0,0,1,1,-1,1000,0,0,0,0,424,122,808,-2,-1,1,1,0,-3,61,-124,2050,0,0,0,0,0,0,0,0,202,158,240,228,12,12,14,14,1,0,0,1,1,-0.05078638349484549,-0.03790783220545636,6.282892250206537,14,8,-4,0,0,0,0,2,1,-1
56,22568712,1,2,-2,0,0,0,7,5,0,0,0,1,1,-1,1000,0,0,0,0,424,122,808,-1,-1,-1,2,1,-4,61,-124,2063,0,0,0,0,0,0,0,0,193,158,216,198,12,12,14,14,1,0,0,1,1,-0.0514278462371694,-0.03735647420117977,6.282908804424099,8,7,-2,0,0,0,0,1,1,1
60,22569705,0,2,0,0,0,0,1,4,0,0,0,1,1,-1,1000,0,0,0,0,424,122,808,1,-1,-3,-2,0,-5,70,-131,2075,0,0,0,0,0,0,0,0,183,158,187,162,12,12,14,14,1,0,0,1,1,-0.052151758222426375,-0.03713905280104337,6.282959989625297,1,6,0,0,0,0,0,-1,1,3
64,22570697,1,3,2,0,0,0,0,4,0,0,0,1,1,-1,1000,0,0,0,0,424,122,808,0,-1,-4,-5,-1,-3,77,-136,2076,0,0,0,0,0,0,0,0,182,166,192,158,12,12,14,14,1,0,0,1,1,-0.052947173637987746,-0.037150177118941016,6.283028400087038,1,7,2,0,0,0,0,0,1,4
68,22571690,1,2,3,0,0,0,0,3,0,0,0,1,1,-1,1000,0,0,0,0,424,149,808,0,-1,-4,-3,-2,1,74,-136,2066,0,0,0,0,0,0,0,0,171,166,191,158,12,12,14,14,1,0,0,1,1,-0.05366796266541811,-0.03708954427578243,6.28309683801164,1,5,3,0,0,0,0,0,1,4
72,22572685,3,2,3,0,0,0,4,1,0,0,0,1,1,-1,1000,0,0,0,0,423,149,808,-2,-1,-2,-1,0,3,72,-132,2062,0,0,0,0,0,0,0,0,158,159,197,170,12,12,14,14,1,0,0,1,1,-0.05424873180936391,-0.036987022079283956,6.283130661611199,7,3,3,0,0,0,0,2,1,2
76,22573673,3,0,2,0,0,0,5,-2,0,0,0,1,1,-3,1000,0,0,-1,0,423,149,808,-2,0,-1,4,3,3,81,-123,2064,0,0,0,0,0,0,0,0,158,173,200,196,12,12,14,14,1,0,0,1,1,-0.0545493600363765,-0.03709830119674503,6.283147915958204,8,-2,2,0,0,-1,0,2,0,0
80,22574666,1,-2,0,0,0,0,1,-6,0,0,0,1,1,-3,1000,0,0,-1,0,423,149,808,0,2,1,9,5,4,98,-106,2064,0,0,0,0,0,0,0,0,158,189,167,194,12,12,14,14,1,0,0,1,1,-0.05439286553530686,-0.03756347848784997,6.283132469025534,2,-8,0,0,0,-1,0,0,-2,-2
84,22575658,-2,-3,-2,0,0,0,-6,-10,0,0,0,1,1,-3,1000,0,0,-1,0,423,149,808,2,3,3,5,5,4,110,-94,2063,0,0,0,0,0,0,0,0,195,236,158,215,12,12,14,14,1,0,0,1,1,-0.053951425774783554,-0.038236470482795555,6.283083315372915,-8,-13,-2,0,0,-1,0,-2,-3,-4
88,22576652,-2,-3,-4,0,0,0,-8,-10,0,0,0,1,1,-3,1000,0,0,-2,0,423,149,808,2,3,3,-4,1,1,110,-91,2055,0,0,0,0,0,0,0,0,212,246,158,224,12,12,14,14,1,0,0,1,1,-0.05349186905481505,-0.03885521092410246,6.283034009542093,-10,-13,-4,0,0,-2,0,-2,-3,-5
92,22577643,-2,-2,-5,0,0,0,-7,-5,0,0,0,1,1,-2,1000,0,0,-2,0,423,149,808,2,2,2,-5,-3,-3,101,-101,2042,0,0,0,0,0,0,0,0,213,220,158,202,12,12,14,14,1,0,0,1,1,-0.05328854401649106,-0.03926290196389567,6.28300124069949,-9,-7,-5,0,0,-2,0,-2,-2,-4
96,22578635,0,0,-4,0,0,0,-3,1,0,0,0,1,1,-2,1000,0,0,-2,0,423,149,808,1,0,1,-4,-5,-3,101,-101,2042,0,0,0,0,0,0,0,0,188,167,158,172,12,12,14,14,1,0,0,1,1,-0.05311606804396373,-0.039670852111876105,6.282983892399012,-3,1,-4,0,0,-2,0,-1,0,-3
100,22579627,1,2,-4,0,0,0,2,6,0,0,0,1,1,-2,1000,0,0,-2,0,423,149,808,0,-1,1,2,-5,1,94,-118,2034,0,0,0,0,0,0,0,0,207,158,202,185,12,12,14,14,1,0,0,1,1,-0.05330440768577144,-0.03993645740343871,6.282965715603537,3,8,-4,0,0,-2,0,0,1,-3
104,22580622,-1,4,-3,0,0,0,0,10,0,0,0,1,1,-2,1000,0,0,-1,0,423,149,808,1,-2,1,4,-3,3,86,-132,2032,0,0,0,0,0,0,0,0,224,158,205,168,12,12,13,13,1,0,0,1,1,-0.05372114692802254,-0.04005407685941461,6.282946604902422,-1,14,-3,0,0,-1,0,-1,2,-2
108,22581612,-1,4,-3,0,0,0,-1,10,0,0,0,1,1,-1,1000,0,0,-1,0,423,149,808,1,-2,1,-2,-1,3,78,-128,2048,0,0,0,0,0,0,0,0,223,158,203,166,13,13,13,13,1,0,0,1,1,-0.05402177244042097,-0.04001150126410465,6.2829275416505865,-2,14,-3,0,0,-1,0,-1,2,-2
112,22582605,1,4,-3,0,0,0,3,7,0,0,0,1,1,-1,1000,0,0,-1,0,423,149,808,0,-2,1,0,1,3,73,-121,2056,0,0,0,0,0,0,0,0,213,158,215,186,13,13,13,13,1,0,0,1,1,-0.0541906188685155,-0.03988230548738791,6.282908376858028,4,11,-3,0,0,-1,0,0,2,-2
116,22583596,2,2,-3,0,0,0,4,3,0,0,0,1,1,-1,1000,0,0,-1,0,423,149,808,-1,-1,1,0,4,1,78,-118,2065,0,0,0,0,0,0,0,0,189,158,197,191,13,13,12,13,1,0,0,1,1,-0.05430712727363978,-0.039823020310779576,6.2828901690701615,6,5,-3,0,0,-1,0,1,1,-2
120,22584590,4,0,-3,0,0,0,8,-2,0,0,0,1,1,-1,1000,0,0,-1,0,423,149,808,-2,0,1,3,6,1,85,-114,2056,0,0,0,0,0,0,0,0,161,158,193,212,13,13,12,13,1,0,0,1,1,-0.054377173076001956,-0.03986947817078478,6.282872836645382,12,-2,-3,0,0,-1,0,2,0,-2
124,22585580,-1,-1,-2,0,0,0,2,-6,0,0,0,1,1,-1,1000,0,0,-1,0,423,149,808,1,1,1,5,4,0,85,-114,2056,0,0,0,0,0,0,0,0,162,181,158,195,12,13,13,13,1,0,0,1,1,-0.05439357011073021,-0.039896306761877796,6.282856513909434,1,-7,-2,0,0,-1,0,-1,-1,-2
128,22586573,-1,-2,-2,0,0,0,-4,-7,0,0,0,1,1,-1,1000,0,0,-1,0,423,149,808,1,1,1,-4,1,1,89,-108,2052,0,0,0,0,0,0,0,0,183,210,158,200,12,12,13,12,1,0,0,1,1,-0.05432119682255971,-0.039983864632654596,6.2828401259903135,-5,-9,-2,0,0,-1,0,-1,-1,-2
132,22587565,-2,-3,-2,0,0,0,-5,-8,0,0,0,1,1,-1,1000,0,0,0,0,423,149,808,2,2,2,-4,1,1,92,-103,2048,0,0,0,0,0,0,0,0,194,226,158,207,13,12,14,12,1,0,0,1,1,-0.05416635035302426,-0.0400945738682868,6.2828073742405435,-7,-11,-2,0,0,0,0,-2,-2,-2
136,22588559,-3,-4,-3,0,0,0,-7,-9,0,0,0,1,1,-1,1000,0,0,0,0,423,149,808,3,3,2,3,4,1,100,-105,2049,0,0,0,0,0,0,0,0,206,249,158,219,13,12,14,12,1,0,0,1,1,-0.054030191604692544,-0.040294456309377884,6.2827754903501996,-10,-13,-3,0,0,0,0,-3,-3,-2
140,22589550,1,-5,-3,0,0,0,-1,-10,0,0,0,1,1,-3,1000,0,0,0,0,423,149,808,0,4,1,3,1,0,103,-108,2053,0,0,0,0,0,0,0,0,169,216,158,224,13,12,16,12,1,0,0,1,1,-0.05398867083513981,-0.04050537249900029,6.282761925631139,0,-15,-3,0,0,0,0,0,-4,-1
144,22590542,1,-3,-3,0,0,0,3,-5,0,0,0,1,1,-3,1000,0,0,-1,0,423,149,808,-1,2,1,-3,-1,-1,99,-100,2052,0,0,0,0,0,0,0,0,158,179,166,206,13,13,16,12,1,0,0,1,1,-0.05385900065741991,-0.04068338465341177,6.28274643484689,4,-8,-3,0,0,-1,0,1,-2,-2
148,22591534,4,-1,-3,0,0,0,8,0,0,0,0,1,1,-3,1000,0,0,-1,0,423,140,808,-2,1,1,-3,-4,0,90,-88,2047,0,0,0,0,0,0,0,0,163,158,198,213,15,13,18,12,1,0,0,1,1,-0.053599070950926725,-0.04075255201159103,6.282729948316211,12,-1,-3,0,0,-1,0,2,-1,-2
152,22592530,3,3,-3,0,0,0,7,9,0,0,0,1,1,-3,1000,0,0,-1,0,424,140,808,-2,-1,0,-3,-4,1,84,-94,2048,0,0,0,0,0,0,0,0,211,158,241,209,15,15,20,12,1,0,0,1,1,-0.05342914944889032,-0.04077467768728503,6.282728939055812,10,12,-3,0,0,-1,0,2,1,-1
156,22593519,3,5,-3,0,0,0,5,15,0,0,0,1,1,-1,1000,0,0,-2,0,424,140,808,-1,-3,0,0,-1,4,84,-94,2048,0,0,0,0,0,0,0,0,245,158,263,197,17,16,22,14,1,0,0,1,1,-0.053251548953032,-0.0408295858847156,6.282726107593554,8,20,-3,0,0,-2,0,1,3,-2
160,22594511,4,5,-3,0,0,0,4,15,0,0,0,1,1,-1,1000,0,0,-2,0,424,140,808,-2,-3,1,-2,-3,3,80,-98,2057,0,0,0,0,0,0,0,0,245,158,260,197,18,16,22,15,1,0,0,1,1,-0.05314368811233425,-0.04082877232414008,6.2827059975232125,8,20,-3,0,0,-2,0,2,3,-3
164,22595503,0,6,-3,0,0,0,0,13,0,0,0,1,1,-1,1000,0,0,-1,0,424,140,808,0,-3,2,6,0,3,75,-103,2051,0,0,0,0,0,0,0,0,245,158,231,171,18,18,24,15,1,0,0,1,1,-0.05307226527170635,-0.040771325473815824,6.282668615007327,0,19,-3,0,0,-1,0,0,3,-3
168,22596499,1,3,-4,0,0,0,-3,6,0,0,0,1,1,-1,1000,0,0,-1,0,424,140,808,0,-2,3,-1,-1,3,72,-104,2060,0,0,0,0,0,0,0,0,209,158,186,168,20,20,27,17,1,0,0,1,1,-0.05301095537848505,-0.04066068261564778,6.282614640136486,-2,9,-4,0,0,-1,0,0,2,-4
172,22597488,-2,4,-5,0,0,0,-5,2,0,0,0,0,1,-2,1000,0,0,-1,0,424,140,808,2,-2,4,0,-1,4,67,-107,2059,0,0,0,0,0,0,0,0,204,163,160,158,23,20,29,17,1,0,0,1,1,-0.052954329376076976,-0.040497946377982715,6.282543806232399,-7,6,-5,0,0,-1,0,-2,2,-5
176,22598480,1,2,-6,0,0,0,-4,-1,0,0,0,0,1,-2,1000,0,0,-1,0,424,140,808,0,-1,4,-4,0,5,62,-111,2059,0,0,0,0,0,0,0,0,191,167,158,178,23,22,31,19,1,0,0,1,1,-0.05297795756118589,-0.040270330262508,6.282473684656945,-3,1,-6,0,0,-1,0,0,1,-5
180,22599472,-1,1,-7,0,0,0,-2,-5,0,0,0,0,1,-2,1000,0,0,-1,0,424,140,808,1,0,4,6,1,5,57,-105,2057,0,0,0,0,0,0,0,0,196,186,158,198,25,24,34,21,1,0,0,1,1,-0.052919119078858164,-0.03998230592931832,6.282404473388631,-3,-4,-7,0,0,-1,0,-1,0,-5
184,22600477,2,1,-7,0,0,0,1,-5,0,0,0,0,1,-2,1000,0,0,-1,0,424,140,808,-1,0,4,-2,1,5,51,-108,2053,0,0,0,0,0,0,0,0,174,163,158,199,27,27,37,21,1,0,0,1,1,-0.05293102993366065,-0.03964373100039372,6.282334363525052,3,-4,-7,0,0,-1,0,1,0,-5
188,22601481,-2,0,-7,0,0,0,-1,-5,0,0,0,1,2,-2,1000,0,0,-1,0,424,140,808,1,0,4,3,3,2,51,-108,2053,0,0,0,0,0,0,0,0,195,186,158,202,29,32,40,23,1,0,0,1,1,-0.05290852076199345,-0.03931917641376611,6.282264324688735,-3,-5,-7,0,0,-1,0,-1,0,-5
192,22602487,0,1,-7,0,0,0,-3,-4,0,0,0,1,2,-2,1000,0,1,-1,0,424,140,808,0,0,3,-7,-1,1,52,-120,2060,0,0,0,0,0,0,0,0,194,178,158,194,33,32,47,24,1,0,0,1,1,-0.0530229083492548,-0.03901591771067496,6.282211712934043,-3,-3,-7,0,1,-1,0,0,1,-4
196,22603494,2,1,-7,0,0,0,3,-2,0,0,0,1,2,-2,1000,0,1,-1,0,424,140,808,-1,0,3,-3,-2,0,53,-125,2059,0,0,0,0,0,0,0,0,180,158,172,201,39,35,51,27,1,0,0,1,1,-0.0532009977370017,-0.038735146709383,6.282159057232349,5,-1,-7,0,1,-1,0,1,1,-4
200,22604503,3,1,-6,0,0,0,5,-2,0,0,0,1,2,-2,1000,0,1,-1,0,424,140,808,-2,0,3,-1,-3,2,58,-135,2057,0,0,0,0,0,0,0,0,181,158,189,213,43,42,60,29,1,0,0,1,1,-0.05348992181357042,-0.03851546418632299,6.282106311703353,8,-1,-6,0,1,-1,0,2,1,-4
204,22605506,4,2,-6,0,0,0,6,0,0,0,0,1,1,-1,1000,0,1,-1,0,424,140,808,-2,0,2,2,-1,1,57,-142,2058,0,0,0,0,0,0,0,0,188,158,204,217,52,47,70,32,1,0,0,1,1,-0.05383509810523982,-0.03829486658450245,6.282071385296691,10,2,-6,0,1,-1,0,2,1,-3
208,22606563,2,3,-4,0,0,0,2,2,0,0,0,1,1,-1,1000,0,1,-1,0,424,140,808,-1,-1,1,3,0,0,56,-143,2059,0,0,0,0,0,0,0,0,194,158,191,190,56,51,75,35,1,0,0,1,1,-0.054160080874218024,-0.03809155805473098,6.282052011805415,4,5,-4,0,1,-1,0,1,2,-2
212,22607569,0,3,-3,0,0,0,-2,3,0,0,0,1,1,-1,1000,0,1,-1,0,424,140,808,0,-1,0,1,1,-1,56,-149,2067,0,0,0,0,0,0,0,0,191,158,173,165,64,59,86,38,1,0,0,1,1,-0.0545067531435421,-0.037893249905430706,6.282051115678368,-2,6,-3,0,1,-1,0,0,2,-1
216,22608575,-2,3,-2,0,0,0,-6,3,0,0,0,1,1,-1,1000,0,1,-1,0,424,140,808,2,-1,0,2,0,-1,59,-151,2065,0,0,0,0,0,0,0,0,207,178,170,158,72,67,96,45,1,0,0,1,1,-0.05482573427450072,-0.037730820276006626,6.282050207413136,-8,6,-2,0,1,-1,0,-2,2,-1
220,22609583,-2,2,-2,0,0,0,-7,1,0,0,0,1,1,-2,1000,0,1,-1,0,424,140,808,2,-1,0,3,2,0,63,-146,2073,0,0,0,0,0,0,0,0,206,188,164,158,82,74,100,48,1,0,0,1,1,-0.05508328163635425,-0.03760817357647273,6.282049277836442,-9,3,-2,0,1,-1,0,-2,2,-1
224,22610588,-2,1,-1,0,0,0,-7,-2,0,0,0,1,1,-2,1000,0,1,-1,0,424,140,808,2,0,0,-1,0,-2,62,-128,2076,0,0,0,0,0,0,0,0,195,194,158,165,92,84,109,56,1,0,0,1,1,-0.05516937347691511,-0.03746334859604246,6.282049295871938,-9,-1,-1,0,1,-1,0,-2,1,-1
228,22611596,0,0,0,0,0,0,-2,-3,0,0,0,1,1,-2,1000,0,0,-1,0,424,132,808,0,1,-1,-4,3,-4,58,-112,2081,0,0,0,0,0,0,0,0,165,177,158,174,100,88,118,60,1,0,0,1,1,-0.05514308081116091,-0.03727089346501257,6.282067849565618,-2,-3,0,0,0,-1,0,0,-1,0
232,22612660,-1,-3,0,0,0,0,-1,-8,0,0,0,1,1,-2,1000,0,0,-1,0,424,132,808,1,2,-2,4,5,-5,59,-99,2080,0,0,0,0,0,0,0,0,164,206,158,198,104,96,123,66,1,0,0,1,1,-0.05498716595513349,-0.03707582530658351,6.282106993365335,-2,-11,0,0,0,-1,0,-1,-2,1
236,22613663,-3,-5,1,0,0,0,-4,-11,0,0,0,1,1,-1,1000,0,0,-1,0,424,132,808,2,4,-3,6,8,-5,65,-89,2085,0,0,0,0,0,0,0,0,175,243,158,214,109,104,139,75,1,0,0,1,1,-0.05473232466409161,-0.03690482175668935,6.282163272435531,-7,-16,1,0,0,-1,0,-2,-4,2
240,22614670,0,-4,3,0,0,0,-1,-11,0,0,0,1,1,-1,1000,0,0,-1,0,424,132,808,1,3,-4,-4,1,-6,66,-81,2081,0,0,0,0,0,0,0,0,158,228,162,211,123,109,141,80,1,0,0,1,1,-0.05443697061602197,-0.03676605552745184,6.282236332538252,-1,-15,3,0,0,-1,0,-1,-3,3
244,22615677,3,-3,4,0,0,0,6,-6,0,0,0,1,1,-1,1000,0,0,-1,0,424,132,808,-2,3,-5,-11,-2,-5,62,-76,2079,0,0,0,0,0,0,0,0,158,210,209,231,128,118,145,87,1,0,0,1,1,-0.05416195620063331,-0.036599800010663874,6.282326919218654,9,-9,4,0,0,-1,0,2,-3,4
248,22616681,7,-3,5,0,0,0,13,-2,0,0,0,1,1,-1,1000,0,0,-1,0,424,132,808,-4,2,-5,-7,-4,-5,58,-82,2076,0,0,0,0,0,0,0,0,158,197,253,253,139,123,139,91,1,0,0,1,1,-0.05398050503076932,-0.03642388942500654,6.282416284522202,20,-5,5,0,0,-1,0,4,-2,4
252,22617693,6,1,6,0,0,0,14,4,0,0,0,1,1,-1,1000,0,0,-1,0,424,132,808,-4,0,-5,0,-5,-1,55,-97,2066,0,0,0,0,0,0,0,0,158,164,255,216,137,133,149,95,1,0,0,1,1,-0.05393021510119869,-0.03626624788551785,6.282504492064598,20,5,6,0,0,-1,0,4,0,4
256,22618755,2,3,5,0,0,0,6,11,0,0,0,1,1,-1,1000,0,0,-1,0,424,132,808,-1,-2,-3,9,-2,3,51,-112,2055,0,0,0,0,0,0,0,0,192,158,244,167,143,134,145,103,1,0,0,1,1,-0.05395490864754967,-0.03611968574931161,6.282558060383765,8,14,5,0,0,-1,0,1,2,2
260,22619762,-1,5,4,0,0,0,-5,14,0,0,0,1,1,-1,1000,0,0,0,0,424,132,808,1,-3,-1,9,-2,4,51,-112,2048,0,0,0,0,0,0,0,0,249,196,243,158,137,132,158,107,1,0,0,1,1,-0.053947873094632004,-0.03599344497233695,6.282572784079061,-6,19,4,0,0,0,0,-1,3,1
