"Product","Blackbox flight data recorder by Nicholas Sherlock"
32,5848900,0,3,-3,0,0,0,0,2,0,0,0,1,1,-1,1000,0,1,-1,0,370,56,769,0,-1,1,3,1,1,74,41,2057,0,0,0,0,0,0,0,0,189,158,179,169,15,13,13,14,1,0,0,1,1,0.019972206949619223,-0.03373679260010957,0.000018998499532685287,0,5,-3,0,1,-1,0,0,2,-2,0,0,0,0,0,0
36,5849906,0,2,-2,0,0,0,-1,0,0,0,0,1,1,-1,1000,0,1,-1,0,367,153,769,1,0,1,1,1,2,71,38,2060,0,0,0,0,0,0,0,0,174,158,158,161,15,13,13,14,1,0,0,1,1,0.019833012400012784,-0.03380886494656437,0.0000014229338942683967,-1,2,-2,0,1,-1,0,-1,1,-2,0,0,0,0,0,0
40,5850969,1,0,-3,0,0,0,0,-4,0,0,0,1,1,-1,1000,0,1,-1,0,367,153,769,0,1,1,-2,2,2,67,36,2061,0,0,0,0,0,0,0,0,163,165,158,180,15,13,13,14,1,0,0,1,1,0.019614636127907176,-0.03367123576261594,6.28316779076957,1,-4,-3,0,1,-1,0,0,0,-2,0,0,0,0,0,0
44,5851975,0,-1,-3,0,0,0,0,-6,0,0,0,1,1,-1,1000,0,1,-1,0,367,153,769,1,1,1,1,2,0,67,46,2059,0,0,0,0,0,0,0,0,170,189,158,197,15,13,13,14,1,0,0,1,1,0.019859686623379575,-0.03355847645912509,6.283149889525123,0,-7,-3,0,1,-1,0,-1,0,-2,0,0,0,0,0,0
48,5852982,-1,-1,-2,0,0,0,-2,-6,0,0,0,1,1,-1,1000,0,1,-1,0,367,153,769,1,1,0,3,0,-2,68,56,2059,0,0,0,0,0,0,0,0,175,197,158,196,15,13,13,14,1,0,0,1,1,0.020446819155479214,-0.033498965703526465,6.2831495502496875,-3,-7,-2,0,1,-1,0,-1,0,-1,0,0,0,0,0,0
52,5853991,0,-1,-2,0,0,0,-1,-4,0,-1,0,1,1,-1,1000,0,0,0,0,367,153,769,0,1,0,0,0,-3,64,60,2059,0,0,0,0,0,0,0,0,164,182,158,184,15,13,13,14,1,0,0,1,1,0.021075322898624165,-0.03330622230372968,6.283149190404982,-1,-6,-2,0,0,0,0,0,-1,0,0,0,0,0,0,0
56,5854994,0,-1,0,0,0,0,0,-2,0,-1,0,1,1,-1,1000,0,0,0,0,367,153,769,0,1,-1,-3,1,-4,65,60,2058,0,0,0,0,0,0,0,0,158,172,159,174,15,13,13,14,1,0,0,1,1,0.02162109919671946,-0.03317167454993493,6.283166323261653,0,-4,0,0,0,0,0,0,-1,1,0,0,0,0,0,0
60,5856008,0,0,1,0,0,0,1,-1,0,-1,0,1,1,-1,1000,0,0,0,0,367,153,769,0,1,-2,-1,2,-1,70,54,2057,0,0,0,0,0,0,0,0,158,168,166,168,15,13,13,14,1,0,0,1,1,0.021915147215196006,-0.03320721589650392,0.00001602919987853113,1,-2,1,0,0,0,0,0,-1,2,0,0,0,0,0,0
64,5857071,1,0,1,0,0,0,2,0,0,0,0,1,1,-1,1000,0,0,0,0,367,153,769,-1,1,-1,1,0,3,73,44,2055,0,0,0,0,0,0,0,0,158,165,177,173,15,13,13,14,1,0,0,1,1,0.02186803307300218,-0.033326067781411506,0.000034183147104904776,3,0,1,0,0,0,0,1,-1,1,0,0,0,0,0,0
68,5858077,2,0,1,0,0,0,4,1,0,0,0,1,1,-1,1000,0,0,0,0,367,153,768,-1,0,0,0,-1,3,73,44,2055,0,0,0,0,0,0,0,0,159,158,187,178,15,13,13,14,1,0,0,1,1,0.0218255410392507,-0.03344856155213562,0.000034184658145086644,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
72,5859085,1,1,0,0,0,0,3,2,0,0,0,1,1,-1,1000,0,0,0,0,367,153,768,0,0,1,0,0,3,74,34,2053,0,0,0,0,0,0,0,0,165,158,180,171,15,13,13,14,1,0,0,1,1,0.021543961190126342,-0.03358641695925144,0.00001660150313309572,4,3,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
76,5860095,0,1,-1,0,0,0,-1,2,0,0,0,1,1,-1,1000,0,0,0,0,367,153,768,0,0,2,1,-1,2,77,30,2054,0,0,0,0,0,0,0,0,174,158,169,161,15,13,13,14,1,0,0,1,1,0.02119056350881674,-0.03378416397431109,6.28316666016109,-1,3,-1,0,0,0,0,0,0,-2,0,0,0,0,0,0
80,5861097,0,2,-2,0,0,0,-2,3,0,0,0,1,1,-1,1000,0,0,0,0,367,153,768,0,-1,2,2,-1,0,77,36,2054,0,0,0,0,0,0,0,0,185,158,170,160,15,13,13,14,1,0,0,1,1,0.021012068501174038,-0.033979637262471364,6.283132048391488,-2,5,-2,0,0,0,0,0,1,-2,0,0,0,0,0,0
84,5862103,-1,1,-3,0,0,0,-3,3,0,0,0,1,1,-1,1000,0,0,0,0,367,153,768,1,0,2,1,1,-2,73,44,2054,0,0,0,0,0,0,0,0,188,162,163,158,15,13,13,14,1,0,0,1,1,0.021046460195981727,-0.03405143876995255,6.2830969190100205,-4,4,-3,0,0,0,0,-1,0,-2,0,0,0,0,0,0
88,5863181,0,1,-3,0,0,0,-3,2,0,0,0,1,1,-3,1000,0,0,-1,0,367,153,768,1,-1,1,-2,1,-2,70,49,2055,0,0,0,0,0,0,0,0,182,159,160,158,15,13,13,14,1,0,0,1,1,0.02118754188234883,-0.034069312877119874,6.283078492230121,-3,3,-3,0,0,-1,0,-1,1,-2,0,0,0,0,0,0
92,5864194,0,1,-2,0,0,0,-2,1,0,0,0,1,1,-3,1000,0,0,-1,0,367,153,768,1,0,0,0,0,-2,71,53,2055,0,0,0,0,0,0,0,0,174,158,158,159,15,13,13,14,1,0,0,1,1,0.021399754778893495,-0.034088669531100894,6.283078489118407,-2,2,-2,0,0,-1,0,-1,0,-1,0,0,0,0,0,0
96,5865193,0,0,-1,0,0,0,-1,-1,0,0,0,1,1,-3,1000,0,0,-1,0,367,153,768,1,0,-2,2,0,-2,71,56,2054,0,0,0,0,0,0,0,0,170,168,158,167,13,13,13,14,1,0,0,1,1,0.02165655903460227,-0.03410639214498926,6.283113369122421,-1,-1,-1,0,0,-1,0,-1,0,1,0,0,0,0,0,0
100,5866200,0,0,0,0,0,0,0,-2,0,0,0,1,1,-3,1000,0,0,-2,0,367,153,768,0,0,-2,1,0,-1,72,53,2057,0,0,0,0,0,0,0,0,158,162,158,166,13,13,13,13,1,0,0,1,1,0.02181901864992387,-0.03413987908090049,6.283148529457167,0,-2,0,0,0,-2,0,0,0,0,0,0,0,0,0,0
104,5867206,1,0,0,0,0,0,1,-1,0,0,0,1,1,-2,1000,0,0,-2,0,367,153,768,0,0,-2,-1,0,0,72,45,2061,0,0,0,0,0,0,0,0,158,162,162,168,13,13,13,13,1,0,0,1,1,0.021820611418282593,-0.03416844554635444,6.283183657583084,2,-1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0
108,5868212,0,0,0,0,0,0,1,-2,0,0,0,1,1,-2,1000,0,0,-2,0,367,153,768,0,1,-1,1,0,2,75,37,2059,0,0,0,0,0,0,0,0,158,165,160,170,13,13,13,13,1,0,0,1,1,0.02168022375478947,-0.03423295092757123,0.000015536251196657247,1,-2,0,0,0,-2,0,0,-1,-1,0,0,0,0,0,0
112,5869282,0,0,-1,0,0,0,0,-2,0,0,0,1,1,-2,1000,0,0,-1,0,367,153,768,0,1,1,0,1,4,75,30,2061,0,0,0,0,0,0,0,0,162,162,158,171,13,13,13,13,1,0,0,1,1,0.0214274871794059,-0.03429098821292477,6.283181770406771,0,-2,-1,0,0,-1,0,0,-1,-2,0,0,0,0,0,0
116,5870288,1,0,-3,0,0,0,1,-1,0,0,0,1,1,-2,1000,0,0,-1,0,369,142,768,0,0,2,-1,1,1,76,31,2062,0,0,0,0,0,0,0,0,167,158,163,178,12,13,12,12,1,0,0,1,1,0.021207341209088692,-0.03437891898605637,6.283146653355778,2,-1,-3,0,0,-1,0,0,0,-3,0,0,0,0,0,0
120,5871293,0,0,-4,0,0,0,1,0,0,0,0,1,1,-2,1000,0,0,-1,0,369,142,768,0,0,2,1,0,-2,75,42,2060,0,0,0,0,0,0,0,0,175,158,166,179,12,13,12,12,1,0,0,1,1,0.021178943034751395,-0.03444608853025838,6.283111560650284,1,0,-4,0,0,-1,0,0,0,-3,0,0,0,0,0,0
124,5872299,0,0,-4,0,0,0,0,0,0,0,0,1,1,-2,1000,0,0,-1,0,369,142,768,0,0,1,1,0,-2,73,48,2059,0,0,0,0,0,0,0,0,177,158,163,175,13,13,13,12,1,0,0,1,1,0.021246728021649383,-0.03447803581912262,6.2830939924840195,0,0,-4,0,0,-1,0,0,0,-2,0,0,0,0,0,0
128,5873306,1,0,-3,0,0,0,1,0,0,0,0,1,1,-2,1000,0,0,-1,0,369,142,768,0,0,0,0,0,-2,73,57,2062,0,0,0,0,0,0,0,0,173,158,164,174,13,13,13,13,1,0,0,1,1,0.021446140161020807,-0.034506028974135836,6.283093981981449,2,0,-3,0,0,-1,0,0,0,-1,0,0,0,0,0,0
132,5874312,-1,0,-2,0,0,0,-1,0,0,0,0,1,1,-2,1000,0,0,-1,0,369,142,768,1,0,-1,1,-1,-1,81,55,2064,0,0,0,0,0,0,0,0,172,161,158,163,14,12,14,13,1,0,0,1,1,0.021621377141207165,-0.034648435921217226,6.28311153778001,-2,0,-2,0,0,-1,0,-1,0,0,0,0,0,0,0,0
136,5875359,-2,0,-1,0,0,0,-3,0,0,0,0,1,1,-2,1000,0,0,-1,0,369,142,768,2,0,-1,2,0,2,87,47,2064,0,0,0,0,0,0,0,0,182,175,158,161,15,12,14,13,1,0,0,1,1,0.021691261177486564,-0.034868339484016145,6.283129815904961,-5,0,-1,0,0,-1,0,-2,0,0,0,0,0,0,0,0
140,5876364,0,0,-1,0,0,0,-2,0,0,0,0,1,1,-2,1000,0,0,-1,0,369,142,768,1,0,0,3,1,2,89,42,2062,0,0,0,0,0,0,0,0,171,167,158,163,15,12,15,13,1,0,0,1,1,0.021670300898657627,-0.03510514100492331,6.283129817484012,-2,0,-1,0,0,-1,0,-1,0,-1,0,0,0,0,0,0
144,5877373,-1,0,-2,0,0,0,-2,0,0,0,0,1,1,-2,1000,0,0,-1,0,369,142,768,1,0,1,-2,1,2,94,35,2063,0,0,0,0,0,0,0,0,173,164,158,162,17,12,15,14,1,0,0,1,1,0.02155539629874258,-0.03539665382764976,6.283112206585125,-3,0,-2,0,0,-1,0,-1,0,-2,0,0,0,0,0,0
148,5878376,-1,0,-2,0,0,0,-1,0,0,0,0,0,1,-2,1000,0,0,-1,0,369,142,768,1,0,1,-1,0,1,94,25,2053,0,0,0,0,0,0,0,0,172,164,158,167,19,12,17,14,1,0,0,1,1,0.02131785461774082,-0.0356775753607899,6.283094706422387,-2,0,-2,0,0,-1,0,-1,0,-2,0,0,0,0,0,0
152,5879382,2,1,-3,0,0,0,4,1,0,0,0,0,1,-2,1000,0,0,-1,0,369,142,768,-1,0,1,3,-2,-2,96,37,2041,0,0,0,0,0,0,0,0,174,158,184,189,19,12,19,16,1,0,0,1,1,0.021216337498243972,-0.03597523540860754,6.283077144384016,6,2,-3,0,0,-1,0,1,0,-2,0,0,0,0,0,0
156,5880389,0,1,-3,0,0,0,2,1,0,0,0,0,1,-2,1000,0,0,-1,0,369,142,768,0,0,1,-5,0,-2,96,37,2042,0,0,0,0,0,0,0,0,175,158,172,178,21,14,21,18,1,0,0,1,1,0.021136259701122796,-0.03625766773462289,6.283059564306547,2,2,-3,0,0,-1,0,0,0,-2,0,0,0,0,0,0
160,5881440,0,1,-2,0,0,0,3,1,0,0,0,0,1,-2,1000,0,0,-1,0,369,142,768,0,0,0,-2,1,-1,88,40,2038,0,0,0,0,0,0,0,0,172,158,174,179,23,14,21,18,1,0,0,1,1,0.02109847508871016,-0.036429848597941746,6.2830595654651695,3,2,-2,0,0,-1,0,0,0,-1,0,0,0,0,0,0
164,5882446,2,1,-2,0,0,0,3,1,0,0,0,1,1,-1,1000,0,0,-1,0,369,142,768,-1,0,-1,1,1,-1,96,52,2034,0,0,0,0,0,0,0,0,170,158,180,182,26,16,23,19,1,0,0,1,1,0.02119074307904992,-0.03669091187414258,6.283077124528587,5,2,-2,0,0,-1,0,1,0,0,0,0,0,0,0,0
168,5883453,0,1,-1,0,0,0,1,1,0,0,0,1,1,-1,1000,0,0,-1,0,369,142,768,0,0,-1,-2,0,0,81,53,2034,0,0,0,0,0,0,0,0,169,158,168,166,26,16,25,22,1,0,0,1,1,0.021307244846138416,-0.03676441356053175,6.283094701581615,1,2,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0
172,5884459,1,1,0,0,0,0,2,1,0,0,0,1,1,-1,1000,0,0,-1,0,369,142,768,-1,0,-2,3,0,0,83,61,2017,0,0,0,0,0,0,0,0,164,158,177,172,28,17,27,24,1,0,0,1,1,0.021497867628771275,-0.03686422828671125,6.283129822217432,3,2,0,0,0,-1,0,1,0,1,0,0,0,0,0,0
176,5885465,2,1,0,0,0,0,1,0,0,0,0,1,1,-1,1000,0,0,-1,0,369,142,768,-1,0,-1,-4,1,0,77,60,2020,0,0,0,0,0,0,0,0,160,158,169,165,30,19,27,24,1,0,0,1,1,0.02166724445203601,-0.0368915453168839,6.283147378133855,3,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0
180,5886472,0,0,0,0,0,0,-1,-1,0,0,0,1,1,-2,1000,0,0,-1,0,369,142,768,0,0,0,1,2,1,69,56,2024,0,0,0,0,0,0,0,0,160,163,158,160,35,21,29,26,1,0,0,1,1,0.021800641138369117,-0.03682865040392267,6.2831473711044294,-1,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0
184,5887478,1,-1,-1,0,0,0,-1,-2,0,0,0,1,1,-2,1000,0,0,-1,0,369,142,768,0,1,1,3,2,1,69,61,2020,0,0,0,0,0,0,0,0,160,168,158,172,38,21,31,28,1,0,0,1,1,0.02198257618224452,-0.03675313660720463,6.28312940960065,0,-3,-1,0,0,-1,0,0,-1,-2,0,0,0,0,0,0
188,5888530,0,0,-2,0,0,0,-2,-2,0,0,0,1,1,-2,1000,0,0,-1,0,369,142,768,1,1,1,0,0,1,56,59,2019,0,0,0,0,0,0,0,0,174,177,158,174,42,23,33,31,1,0,0,1,1,0.022154093984102965,-0.036542944378833514,6.283110623505877,-2,-2,-2,0,0,-1,0,-1,-1,-2,0,0,0,0,0,0
192,5889540,0,0,-2,0,0,0,-2,-2,0,0,0,1,1,-2,1000,0,0,-1,0,369,142,768,1,1,1,-1,0,1,54,55,2018,0,0,0,0,0,0,0,0,175,174,158,174,48,25,35,33,1,0,0,1,1,0.022277191800323424,-0.03632128318238688,6.28309258665552,-2,-2,-2,0,0,-1,0,-1,-1,-2,0,0,0,0,0,0
196,5890543,0,0,-3,0,0,0,-1,0,0,0,0,1,1,-3,1000,0,0,-1,0,367,141,768,0,0,1,-2,1,0,51,55,2024,0,0,0,0,0,0,0,0,172,163,158,169,54,27,41,36,1,0,0,1,1,0.02237715322204164,-0.03609264840140995,6.2830750641186635,-1,0,-3,0,0,-1,0,0,0,-2,0,0,0,0,0,0
200,5891549,0,1,-2,0,0,0,0,2,0,0,0,1,1,-3,1000,0,0,-1,0,367,141,768,0,0,0,2,-1,0,47,58,2031,0,0,0,0,0,0,0,0,178,158,171,170,60,29,43,41,1,0,0,1,1,0.022502186716159993,-0.03583013999093432,6.283075051996601,0,3,-2,0,0,-1,0,0,0,-1,0,0,0,0,0,0
204,5892556,0,1,-2,0,0,0,-1,2,0,0,0,1,1,-3,1000,0,0,-2,0,367,141,768,0,0,0,2,1,0,47,48,2043,0,0,0,0,0,0,0,0,180,158,168,165,65,32,48,45,1,0,0,1,1,0.02252195340787536,-0.035573543317064645,6.283075050928757,-1,3,-2,0,0,-2,0,0,0,-2,0,0,0,0,0,0
208,5893565,0,1,-2,0,0,0,-1,2,0,0,0,1,1,-3,1000,0,0,-2,0,367,141,768,0,0,0,-1,0,1,50,33,2059,0,0,0,0,0,0,0,0,179,158,169,167,71,35,54,48,1,0,0,1,1,0.022393412471521285,-0.03535008174911959,6.283075065340548,-1,3,-2,0,0,-2,0,0,0,-2,0,0,0,0,0,0
212,5894618,0,0,-2,0,0,0,0,1,0,0,0,1,1,-1,1000,0,0,-2,0,367,141,768,0,0,0,1,1,0,51,26,2072,0,0,0,0,0,0,0,0,173,158,162,168,82,38,60,55,1,0,0,1,1,0.022200884786090325,-0.03514010800028188,6.283075086435239,0,1,-2,0,0,-2,0,0,0,-2,0,0,0,0,0,0
216,5895623,0,0,-2,0,0,0,0,-1,0,0,0,1,1,-1,1000,0,0,-2,0,367,141,768,0,0,0,1,-1,1,50,15,2085,0,0,0,0,0,0,0,0,166,158,158,170,91,41,63,58,1,0,0,1,1,0.021910842830070443,-0.03492446783090489,6.2830751178240005,0,-1,-2,0,0,-2,0,0,0,-2,0,0,0,0,0,0
220,5896629,0,0,-3,0,0,0,0,0,0,0,0,1,1,-1,1000,0,0,-1,0,367,141,768,1,0,1,3,0,2,50,2,2094,0,0,0,0,0,0,0,0,168,158,158,169,99,47,73,64,1,0,0,1,1,0.021527811856107873,-0.034714283066931244,6.283057596257828,0,0,-3,0,0,-1,0,-1,0,-2,0,0,0,0,0,0
224,5897635,-1,0,-3,0,0,0,-2,-1,0,0,0,1,1,-1,1000,0,0,-1,0,367,141,768,1,1,1,1,1,1,49,-4,2099,0,0,0,0,0,0,0,0,180,176,158,174,103,53,82,73,1,0,0,1,1,0.021104146279699764,-0.034483955615476854,6.283039708193232,-3,-1,-3,0,0,-1,0,-1,-1,-2,0,0,0,0,0,0
228,5898642,-1,0,-2,0,0,0,-3,-2,0,0,0,1,1,-1,1000,0,0,-1,0,367,141,768,1,1,0,-1,2,1,55,-12,2103,0,0,0,0,0,0,0,0,183,183,158,175,112,58,85,82,1,0,0,1,1,0.020625216202652123,-0.034312661463761766,6.283039407004991,-4,-2,-2,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0
232,5899650,-1,0,-2,0,0,0,-2,-2,0,0,0,1,1,-1,1000,0,0,-1,0,367,141,768,1,1,1,2,-1,0,54,0,2094,0,0,0,0,0,0,0,0,174,177,158,175,117,63,89,85,1,0,0,1,1,0.020268068680226806,-0.034141299743750415,6.283021503807741,-3,-2,-2,0,0,-1,0,-1,-1,-2,0,0,0,0,0,0
236,5900711,-1,0,-2,0,0,0,-1,-1,0,0,0,1,1,-1,1000,0,0,-1,0,367,141,768,1,1,0,1,0,0,55,14,2081,0,0,0,0,0,0,0,0,171,169,158,169,127,68,97,89,1,0,0,1,1,0.020046263388188934,-0.03398640160651192,6.283021170953891,-2,-1,-2,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0
240,5901721,0,0,-1,0,0,0,1,0,0,0,0,1,1,-1,1000,0,0,0,0,367,141,768,1,0,0,-1,0,-2,62,18,2078,0,0,0,0,0,0,0,0,164,158,162,165,138,77,101,96,1,0,0,1,1,0.019865284121971066,-0.03391398580471325,6.283021206275015,1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
244,5902724,0,1,-1,0,0,0,1,2,0,0,0,1,1,-1,1000,0,0,0,0,367,141,767,0,0,0,-3,-2,-2,61,32,2082,0,0,0,0,0,0,0,0,172,158,175,167,142,81,110,100,1,0,0,1,1,0.019788019568900563,-0.0338344976187223,6.283021220304241,1,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
