"Product","Blackbox flight data recorder by Nicholas Sherlock"
40,6308760,-1,0,-2,0,0,0,-6,-1,0,0,0,1,1,-1,1000,0,0,0,0,372,217,718,1,0,3,-1,-1,3,146,-147,2076,0,0,0,0,0,0,0,0,193,188,158,169,12,12,12,12,1,0,0,1,1,-0.06131670741899142,-0.06565736521876595,0.000018820407781561244,-7,-1,-2,0,0,0,0,-1,0,-3
44,6309765,0,1,-4,0,0,0,-5,1,0,0,0,1,1,-1,1000,0,0,0,0,372,217,718,1,0,3,0,-1,-2,143,-137,2073,0,0,0,0,0,0,0,0,190,173,158,167,12,12,12,12,1,0,0,1,1,-0.06169436451188287,-0.06591067348838778,6.283151505898036,-5,2,-4,0,0,0,0,-1,0,-3
48,6310770,-1,1,-4,0,0,0,-4,1,0,0,0,1,1,-1,1000,0,0,0,0,372,217,718,1,0,1,0,0,-7,139,-122,2077,0,0,0,0,0,0,0,0,188,167,158,163,12,12,12,12,1,0,0,1,1,-0.06144547917936833,-0.06597144280336333,6.283133951155375,-5,2,-4,0,0,0,0,-1,0,-1
52,6311775,0,1,-2,0,0,0,-2,1,0,0,0,1,1,-1,1000,0,0,0,0,372,217,718,0,0,-2,0,1,-8,139,-122,2077,0,0,0,0,0,0,0,0,173,160,158,158,12,12,12,12,1,0,0,1,1,-0.06124389869924217,-0.06602649276067478,6.283169034872622,-2,2,-2,0,0,0,0,0,0,2
56,6312845,1,1,1,0,0,0,0,2,0,0,0,1,1,-1,1000,0,0,0,0,372,217,718,0,0,-5,-3,0,-7,136,-116,2082,0,0,0,0,0,0,0,0,162,158,173,158,12,12,12,12,1,0,0,1,1,-0.06086218019670539,-0.06597144193012369,0.00007711904404050784,1,3,1,0,0,0,0,0,0,5
60,6313843,2,1,4,0,0,0,3,2,0,0,0,1,1,-1,1000,0,0,0,0,372,217,718,-1,0,-7,-3,-1,-2,142,-117,2081,0,0,0,0,0,0,0,0,158,165,196,168,12,12,12,12,1,0,0,1,1,-0.06057433317291949,-0.0661080231410437,0.0001990816825188091,5,3,4,0,0,0,0,1,0,7
64,6314848,3,2,6,0,0,0,4,2,0,0,0,1,1,-1,1000,0,0,0,0,372,217,718,-1,-1,-6,-3,-3,2,150,-125,2078,0,0,0,0,0,0,0,0,158,165,209,168,12,12,12,12,1,0,0,1,1,-0.06055507975331525,-0.06647652134687984,0.00030330446849635706,7,4,6,0,0,0,0,1,1,6
68,6315856,3,2,6,0,0,0,5,3,0,0,0,1,1,-1,1000,0,0,0,0,372,217,718,-2,-1,-3,0,-1,4,153,-133,2075,0,0,0,0,0,0,0,0,158,161,211,171,12,12,12,12,1,0,0,1,1,-0.06077881741667642,-0.06688764221150877,0.00035504075471237684,8,5,6,0,0,0,0,2,1,3
72,6316859,4,2,3,0,0,0,5,2,0,0,0,1,1,-1,1000,0,0,0,0,372,217,718,-2,-1,1,0,0,5,151,-136,2076,0,0,0,0,0,0,0,0,162,158,206,178,12,12,12,12,1,0,0,1,1,-0.06106006858036501,-0.067199624254984,0.00033645962016581876,9,4,3,0,0,0,0,2,1,-1
76,6317866,3,2,0,0,0,0,4,1,0,0,0,1,1,-1,1000,0,0,0,0,372,217,718,-2,-1,4,1,1,5,146,-138,2080,0,0,0,0,0,0,0,0,171,158,195,185,12,12,12,12,1,0,0,1,1,-0.06136118019925036,-0.06735046016605116,0.00026504393497894796,7,3,0,0,0,0,0,2,1,-4
80,6318919,1,1,-4,0,0,0,0,-1,0,0,0,1,1,-1,1000,0,0,0,0,377,228,718,0,0,5,2,3,5,143,-137,2084,0,0,0,0,0,0,0,0,172,158,162,176,12,12,12,12,1,0,0,1,1,-0.06157453351078478,-0.06739419936759068,0.00017310824936522806,1,0,-4,0,0,0,0,0,0,-5
84,6319919,0,0,-6,0,0,0,-4,-3,0,0,0,1,1,-2,1000,0,0,0,0,377,228,718,0,1,5,1,2,1,145,-131,2086,0,0,0,0,0,0,0,0,193,184,158,192,12,12,12,12,1,0,0,1,1,-0.06163298402260235,-0.06745903099319159,0.00008688492968111916,-4,-3,-6,0,0,0,0,0,-1,-5
88,6320925,0,-1,-6,0,0,0,-5,-5,0,0,0,1,1,-2,1000,0,0,-1,0,377,228,718,1,1,4,1,1,-1,151,-122,2084,0,0,0,0,0,0,0,0,202,201,158,203,12,12,12,12,1,0,0,1,1,-0.06148081716135564,-0.0676484571708196,0.000017710313108487696,-5,-6,-6,0,0,-1,0,-1,-1,-5
92,6321930,-1,-1,-5,0,0,0,-5,-5,0,0,0,1,1,-2,1000,0,0,-1,0,377,228,718,1,1,1,-1,0,-3,153,-116,2080,0,0,0,0,0,0,0,0,201,206,158,203,12,12,12,12,1,0,0,1,1,-0.061220576672049346,-0.06787082259685975,0.0000012380967850944558,-6,-6,-5,0,0,-1,0,-1,-1,-2
96,6322936,0,-1,-3,0,0,0,-3,-4,0,0,0,1,1,-2,1000,0,0,-1,0,377,228,718,0,1,-1,-3,-1,-5,146,-116,2078,0,0,0,0,0,0,0,0,183,187,158,186,12,12,12,12,1,0,0,1,1,-0.06099740245727883,-0.06794318132805922,0.000019872652778474276,-3,-5,-3,0,0,-1,0,0,-1,0
100,6323941,1,0,-1,0,0,0,0,-1,0,0,0,1,1,-2,1000,0,0,-1,0,377,228,719,-1,1,-3,-4,0,-5,137,-124,2078,0,0,0,0,0,0,0,0,158,160,161,168,12,13,13,13,1,0,0,1,1,-0.060956103767469655,-0.06784226407498226,0.00007358669785340055,1,-1,-1,0,0,-1,0,1,-1,2
104,6324993,3,1,1,0,0,0,3,1,0,0,0,1,1,-1,1000,0,0,-1,0,377,228,719,-1,0,-4,-2,0,-1,135,-143,2077,0,0,0,0,0,0,0,0,160,158,188,177,13,13,13,13,1,0,0,1,1,-0.06126288115113589,-0.06773005139417343,0.0001470747770460079,6,2,1,0,0,-1,0,1,0,3
108,6325995,3,1,2,0,0,0,4,3,0,0,0,1,1,-1,1000,0,0,-1,0,377,228,719,-1,0,-2,2,-1,3,142,-156,2074,0,0,0,0,0,0,0,0,168,158,201,177,13,13,13,13,1,0,0,1,1,-0.0617802800525391,-0.06774828768107957,0.00018208748758752336,7,4,2,0,0,-1,0,1,0,1
112,6327001,2,2,1,0,0,0,3,4,0,0,0,1,1,-1,1000,0,0,-1,0,377,228,719,-1,-1,-1,2,0,3,152,-154,2072,0,0,0,0,0,0,0,0,176,158,199,172,13,13,13,13,1,0,0,1,1,-0.06223222938742883,-0.06795202353218338,0.000198578457352383,5,6,1,0,0,-1,0,1,1,0
116,6328006,2,2,0,0,0,0,1,4,0,0,0,1,1,-1,1000,0,0,-1,0,377,228,719,-1,-1,1,-1,-2,3,151,-140,2075,0,0,0,0,0,0,0,0,184,158,197,171,13,13,12,13,1,0,0,1,1,-0.062425211102124484,-0.06812205016048753,0.00017994085180284003,3,6,0,0,0,-1,0,1,1,-2
120,6329011,1,3,-1,0,0,0,-1,5,0,0,0,0,1,-2,1000,0,0,-1,0,377,228,719,0,-1,1,0,-2,0,138,-128,2081,0,0,0,0,0,0,0,0,190,158,186,161,13,13,12,13,1,0,0,1,1,-0.06239359344002581,-0.06807085670413729,0.00016129648004969965,0,8,-1,0,0,-1,0,0,1,-2
124,6330018,0,2,-1,0,0,0,-3,3,0,0,0,0,1,-2,1000,0,0,-1,0,377,228,719,0,-1,1,-3,-1,-1,127,-121,2093,0,0,0,0,0,0,0,0,188,161,173,158,12,12,13,12,1,0,0,1,1,-0.06224513097598347,-0.0678430962395293,0.00014261746565047417,-3,5,-1,0,0,-1,0,0,1,-2
128,6331069,1,2,-2,0,0,0,-1,1,0,0,0,0,1,-2,1000,0,0,-1,0,377,228,719,0,-1,1,1,1,0,132,-124,2095,0,0,0,0,0,0,0,0,177,158,170,165,12,12,13,12,1,0,0,1,1,-0.06214859692786163,-0.06770241152082059,0.00012312650146828474,0,3,-2,0,0,-1,0,0,1,-2
132,6332073,-2,1,-2,0,0,0,-4,-1,0,0,0,1,1,-1,1000,0,0,-1,0,377,228,719,2,0,1,8,1,0,143,-124,2093,0,0,0,0,0,0,0,0,192,184,158,168,12,12,14,12,1,0,0,1,1,-0.06202549570858854,-0.06771337620244255,0.00010560081120480902,-6,0,-2,0,0,-1,0,-2,0,-2
136,6333079,-2,1,-3,0,0,0,-6,-3,0,0,0,1,1,-1,1000,0,0,-1,0,377,228,719,1,0,1,5,1,-1,142,-116,2087,0,0,0,0,0,0,0,0,197,194,158,176,12,12,16,12,1,0,0,1,1,-0.061818294083562035,-0.06771582745438684,0.00008804400360862275,-8,-2,-3,0,0,-1,0,-1,0,-2
140,6334084,-3,0,-3,0,0,0,-5,-3,0,0,0,1,1,-1,1000,0,0,-1,0,377,228,719,2,0,1,0,0,-3,132,-114,2096,0,0,0,0,0,0,0,0,199,202,158,181,13,12,16,12,1,0,0,1,1,-0.06157022418313961,-0.06757356454524595,0.00007050441817568753,-8,-3,-3,0,0,-1,0,-2,0,-2
144,6335089,1,0,-2,0,0,0,0,-4,0,0,0,1,1,-1,1000,0,0,-1,0,377,228,719,0,1,-1,-7,0,-4,124,-109,2093,0,0,0,0,0,0,0,0,161,169,158,178,13,12,17,12,1,0,0,1,1,-0.06130236224493747,-0.0673208293998173,0.00008913816217148707,1,-4,-2,0,0,-1,0,0,-1,0
148,6336097,-1,-1,0,0,0,0,1,-4,0,0,0,1,1,-1,1000,0,0,-1,0,377,228,719,1,1,-3,-6,0,-2,128,-117,2100,0,0,0,0,0,0,0,0,158,175,158,174,14,14,19,12,1,0,0,1,1,-0.06112742553557993,-0.06712831031791465,0.0001430168986615854,0,-5,0,0,0,-1,0,-1,-1,2
152,6337150,1,-1,2,0,0,0,2,-3,0,0,0,1,1,-1,1000,0,0,-1,0,377,228,719,0,1,-3,6,0,0,140,-120,2098,0,0,0,0,0,0,0,0,158,180,177,184,14,14,19,14,1,0,0,1,1,-0.061017457456055885,-0.06709763214333143,0.0001992973755760019,3,-4,2,0,0,-1,0,0,-1,2
156,6338155,3,0,3,0,0,0,4,-1,0,0,0,1,1,-1,1000,0,0,0,0,377,228,719,-1,0,-2,1,0,1,147,-125,2096,0,0,0,0,0,0,0,0,158,173,193,187,16,16,21,14,1,0,0,1,1,-0.06099459936227935,-0.06717234331551633,0.00023439311566431087,7,-1,3,0,0,0,0,1,0,2
160,6339161,1,0,2,0,0,0,4,0,0,0,0,1,1,-1,1000,0,0,0,0,372,225,719,0,0,-1,5,-1,2,143,-130,2096,0,0,0,0,0,0,0,0,158,167,188,180,18,17,23,15,1,0,0,1,1,-0.061017500219085245,-0.06719409521133236,0.0002519585261389068,5,0,2,0,0,0,0,0,0,1
164,6340166,2,1,1,0,0,0,2,2,0,0,0,1,1,-2,1000,0,0,0,0,372,225,719,-1,0,1,-5,1,3,138,-131,2093,0,0,0,0,0,0,0,0,164,158,183,170,18,17,23,17,1,0,0,1,1,-0.06107260797795219,-0.06715637843177438,0.00023441061921136708,4,3,1,0,0,0,0,1,0,-1
168,6341173,-1,0,-1,0,0,0,-1,1,0,0,0,1,1,-2,1000,0,0,-1,0,372,225,719,1,0,2,1,0,3,135,-131,2092,0,0,0,0,0,0,0,0,167,162,158,159,19,19,26,17,1,0,0,1,1,-0.061093152931068824,-0.06708570344482012,0.0001992452448824622,-2,1,-1,0,0,-1,0,-1,0,-3
172,6342178,1,1,-2,0,0,0,-2,1,0,0,0,1,1,-2,1000,0,0,-1,0,372,225,719,0,0,2,-3,0,3,142,-128,2086,0,0,0,0,0,0,0,0,175,158,159,160,22,19,28,19,1,0,0,1,1,-0.06109996018681953,-0.06710140000250364,0.00016415087384569205,-1,2,-2,0,0,-1,0,0,0,-3
176,6343240,-1,0,-4,0,0,0,-1,0,0,0,0,1,1,-2,1000,0,0,-1,0,372,225,719,1,0,3,5,0,2,146,-118,2087,0,0,0,0,0,0,0,0,180,165,158,171,22,21,29,21,1,0,0,1,1,-0.06097898799734435,-0.06715876253539518,0.00010852235021463486,-2,0,-4,0,0,-1,0,-1,0,-4
180,6344242,1,1,-4,0,0,0,-1,0,0,0,0,1,1,-1,1000,0,0,-1,0,372,225,719,0,0,3,-3,-1,-1,140,-105,2084,0,0,0,0,0,0,0,0,180,158,164,177,24,23,33,21,1,0,0,1,1,-0.06074272668144663,-0.06715198536170225,0.000056033234436370094,0,1,-4,0,0,-1,0,0,0,-4
184,6345247,-1,0,-4,0,0,0,0,0,0,0,0,1,1,-1,1000,0,0,-1,0,372,225,719,1,1,2,2,0,-3,130,-98,2090,0,0,0,0,0,0,0,0,177,161,158,176,26,25,38,23,1,0,0,1,1,-0.060420470815072194,-0.06702010746161016,0.000021993664189423612,-1,0,-4,0,0,-1,0,-1,-1,-3
188,6346255,3,0,-4,0,0,0,2,0,0,0,0,1,1,-1,1000,0,0,-1,0,372,225,719,-2,0,0,-5,0,-3,126,-97,2090,0,0,0,0,0,0,0,0,172,158,180,192,28,27,42,24,1,0,0,1,1,-0.060150363215158,-0.06687130952028754,0.000021982705857404028,5,0,-4,0,0,-1,0,2,0,-1
192,6347262,3,1,-2,0,0,0,5,1,0,0,0,1,1,-1,1000,0,0,-1,0,372,225,719,-1,0,-1,2,1,-2,128,-104,2087,0,0,0,0,0,0,0,0,172,158,195,195,31,29,44,27,1,0,0,1,1,-0.0599464381215242,-0.06675159746242883,0.00003955782975406663,8,2,-2,0,0,-1,0,1,0,0
196,6348265,1,1,-1,0,0,0,1,2,0,0,0,1,1,-1,1000,0,0,-1,0,372,225,719,0,0,-1,-1,0,0,135,-107,2082,0,0,0,0,0,0,0,0,172,158,180,170,37,32,47,27,1,0,0,1,1,-0.05976661173523572,-0.06670933563680893,0.00005706496624391377,2,3,-1,0,0,-1,0,0,0,0
200,6349271,1,1,0,0,0,0,1,2,0,0,0,1,1,-1,1000,0,0,-1,0,372,225,719,0,0,-1,0,-1,0,134,-107,2083,0,0,0,0,0,0,0,0,170,158,177,164,40,36,56,29,1,0,0,1,1,-0.05959321786671192,-0.06665835931294663,0.00007462492271859134,2,3,0,0,0,-1,0,0,0,0
204,6350337,1,1,1,0,0,0,0,1,0,0,0,1,1,-1,1000,0,0,0,0,372,225,719,0,0,-1,-3,-1,0,131,-117,2084,0,0,0,0,0,0,0,0,165,158,171,159,48,39,66,31,1,0,0,1,1,-0.05952166350201544,-0.06657972637107558,0.00009323577276898476,1,2,1,0,0,0,0,0,0,1
208,6351346,1,1,1,0,0,0,0,1,0,0,0,1,1,-1,1000,0,0,0,0,372,225,719,0,0,-1,0,0,1,136,-124,2085,0,0,0,0,0,0,0,0,163,160,169,158,53,46,70,36,1,0,0,1,1,-0.05951816707668214,-0.06655006353452776,0.0001108536986960118,1,2,1,0,0,0,0,0,0,1
212,6352347,1,1,1,0,0,0,-2,1,0,0,0,1,1,-1,1000,0,0,0,0,372,225,719,0,0,0,1,0,2,140,-123,2086,0,0,0,0,0,0,0,0,170,166,168,158,60,50,81,39,1,0,0,1,1,-0.05950613415677452,-0.06655679190027675,0.0001108533887066443,-1,2,1,0,0,0,0,0,0,0
216,6353355,1,1,0,0,0,0,0,1,0,0,0,1,1,-1,1000,0,0,0,0,372,225,719,-1,0,0,2,0,0,145,-123,2087,0,0,0,0,0,0,0,0,164,158,169,160,66,58,87,42,1,0,0,1,1,-0.05951125636267623,-0.06660796779684611,0.00011085339432970187,1,2,0,0,0,0,0,1,0,0
220,6354366,1,1,0,0,0,0,0,1,0,0,0,1,1,-1,1000,0,0,0,0,372,225,719,0,-1,0,3,1,0,143,-118,2088,0,0,0,0,0,0,0,0,168,158,169,161,70,61,95,45,1,0,0,1,1,-0.05945412750562749,-0.06665637236894217,0.00010980111289882188,1,2,0,0,0,0,0,0,1,0
224,6355365,0,1,-1,0,0,0,-2,0,0,0,0,1,1,-1,1000,0,0,0,0,372,225,719,0,0,1,-1,1,-2,141,-119,2089,0,0,0,0,0,0,0,0,166,161,158,158,87,69,103,47,1,0,0,1,1,-0.05940833600012621,-0.06666693495553044,0.00009235679170505051,-2,1,-1,0,0,0,0,0,0,-1
228,6356437,-1,0,-1,0,0,0,-3,-2,0,0,0,1,1,-1,1000,0,0,0,0,372,225,719,1,0,0,-1,0,-4,143,-125,2089,0,0,0,0,0,0,0,0,174,177,158,166,91,81,107,55,1,0,0,1,1,-0.059396438334906036,-0.06669514958086367,0.00009235705631027713,-4,-2,-1,0,0,0,0,-1,0,0
232,6357445,0,0,0,0,0,0,-2,-3,0,0,0,1,1,-1,1000,0,0,0,0,372,225,719,0,1,-1,-1,0,-4,147,-115,2086,0,0,0,0,0,0,0,0,166,179,158,171,94,84,112,61,1,0,0,1,1,-0.05931836771070425,-0.06674210004004205,0.00011100290963916848,-2,-3,0,0,0,0,0,0,-1,1
236,6358456,0,0,1,0,0,0,-1,-3,0,0,0,1,1,-1,1000,0,0,0,0,372,214,719,0,1,-2,-2,-2,-3,154,-118,2082,0,0,0,0,0,0,0,0,158,172,160,167,103,88,127,64,1,0,0,1,1,-0.059268784873572566,-0.06684869097690524,0.00014735744068516965,-1,-3,1,0,0,0,0,0,-1,2
240,6359457,1,0,2,0,0,0,1,-1,0,0,0,1,1,-1,1000,0,0,0,0,372,214,719,0,0,-2,-2,-1,0,161,-119,2083,0,0,0,0,0,0,0,0,158,168,171,168,112,92,132,74,1,0,0,1,1,-0.059228617585598414,-0.06702570883734249,0.00018231616440012033,2,-1,2,0,0,0,0,0,0,2
244,6360461,4,0,2,0,0,0,6,0,0,0,0,1,1,-2,1000,0,0,0,0,372,214,719,-2,0,-2,-4,0,0,155,-131,2084,0,0,0,0,0,0,0,0,158,164,202,193,116,100,141,77,1,0,0,1,1,-0.05932091835402949,-0.06714763317713753,0.0002173837961390035,10,0,2,0,0,0,0,2,0,2
248,6361464,4,1,1,0,0,0,7,1,0,0,0,1,1,-2,1000,0,0,-1,0,372,214,719,-2,0,-1,-1,0,4,151,-141,2080,0,0,0,0,0,0,0,0,159,158,204,191,126,104,140,84,1,0,0,1,1,-0.059493621519373284,-0.06723467656450952,0.00023490503385481531,11,2,1,0,0,-1,0,2,0,0
252,6362549,2,2,0,0,0,0,4,2,0,0,0,1,1,-2,1000,0,0,-1,0,372,214,719,-1,-1,0,3,2,4,143,-145,2079,0,0,0,0,0,0,0,0,170,158,194,179,132,113,141,84,1,0,0,1,1,-0.05967878175038364,-0.06727424920411929,0.00023378001940876914,6,4,0,0,0,-1,0,1,1,-1
256,6363555,1,1,-1,0,0,0,0,2,0,0,0,1,1,-2,1000,0,0,-1,0,372,214,719,0,0,1,6,1,4,141,-151,2074,0,0,0,0,0,0,0,0,172,158,173,166,131,118,146,91,1,0,0,1,1,-0.05988980907960358,-0.06728020661220964,0.00021621829595908082,1,3,-1,0,0,-1,0,0,0,-2
260,6364558,-1,1,-3,0,0,0,-5,1,0,0,0,1,1,-1,1000,0,0,-1,0,372,214,719,1,0,3,2,1,4,135,-148,2073,0,0,0,0,0,0,0,0,194,177,158,161,136,122,153,98,1,0,0,1,1,-0.06005711137956976,-0.06723879792315553,0.00016368074827965984,-6,2,-3,0,0,-1,0,-1,0,-4
