"Product","Blackbox flight data recorder by Nicholas Sherlock"
36,5760035,0,0,15,0,0,0,-3,0,0,0,0,1,1,-1,1000,0,0,0,0,418,217,792,1,1,-14,-4,1,-3,-3,-68,2093,0,0,0,0,0,0,0,0,171,228,215,158,12,12,12,12,1,0,0,1,1,-0.038758212553103445,-0.010287204608542348,0.0003349900758822244,-3,0,15,0,0,0,0,-1,-1,14
40,5761110,2,0,16,0,0,0,2,1,0,0,0,1,1,-1,1000,0,0,0,0,418,217,792,-1,1,-12,-1,-1,6,2,-104,2091,0,0,0,0,0,0,0,0,158,218,233,170,12,12,12,12,1,0,0,1,1,-0.03977752271274195,-0.009421275662417832,0.0005608592895161024,4,1,16,0,0,0,0,1,-1,12
44,5762115,3,0,14,0,0,0,4,2,0,0,0,1,1,-1,1000,0,0,0,0,418,217,792,-1,0,-7,-4,-1,10,5,-141,2092,0,0,0,0,0,0,0,0,158,203,236,173,12,12,12,12,1,0,0,1,1,-0.04211363102210535,-0.008832495318915768,0.0006838958726715916,7,2,14,0,0,0,0,1,0,7
48,5763120,4,1,10,0,0,0,7,3,0,0,0,1,1,-1,1000,0,0,0,0,418,217,792,-3,0,-1,-1,-1,13,6,-163,2087,0,0,0,0,0,0,0,0,158,180,237,186,12,12,12,12,1,0,0,1,1,-0.044948954721097334,-0.008369438670266072,0.0007018294082277166,11,4,10,0,0,0,0,3,0,1
52,5764127,3,1,3,0,0,0,4,4,0,0,0,1,1,-1,1000,0,0,0,0,418,217,792,-1,-1,5,-1,-1,14,4,-181,2083,0,0,0,0,0,0,0,0,165,158,205,173,12,12,12,12,1,0,0,1,1,-0.047978506808397624,-0.007916309743597302,0.0006136431244634366,7,5,3,0,0,0,0,1,1,-5
56,5765131,3,2,-3,0,0,0,3,4,0,0,0,0,2,-2,1000,0,1,-1,0,418,217,792,-2,-1,9,0,-1,10,1,-179,2080,0,0,0,0,0,0,0,0,194,158,205,196,12,12,12,12,1,0,0,1,1,-0.05056274363257583,-0.007424928678315433,0.0004555765460372285,6,6,-3,0,1,-1,0,2,2,-10
60,5766137,1,3,-9,0,0,0,0,5,0,0,0,0,2,-2,1000,0,1,-1,0,418,217,792,-1,-1,11,0,-1,2,2,-161,2077,0,0,0,0,0,0,0,0,222,158,194,197,12,12,12,12,1,0,0,1,1,-0.05227097441609685,-0.007024526206007638,0.00026198089159201743,1,8,-9,0,1,-1,0,1,2,-12
64,5767184,2,4,-12,0,0,0,-1,5,0,0,0,0,2,-2,1000,0,1,-1,0,418,217,792,-1,-1,10,0,-1,-4,3,-135,2072,0,0,0,0,0,0,0,0,236,158,191,206,12,12,12,12,1,0,0,1,1,-0.05304729967198823,-0.006702132203846068,0.00007861292396604824,1,9,-12,0,1,-1,0,1,2,-11
68,5768191,-1,4,-13,0,0,0,-4,4,0,0,0,0,2,-2,1000,0,1,-1,0,418,217,792,1,-2,7,3,-1,-7,-5,-114,2069,0,0,0,0,0,0,0,0,238,158,170,187,12,12,12,12,1,0,0,1,1,-0.05314312006827375,-0.00621942839440526,6.28313920733731,-5,8,-13,0,1,-1,0,-1,3,-8
72,5769195,-1,3,-10,0,0,0,-6,2,0,0,0,1,1,-1,1000,0,1,-1,0,418,232,792,1,-1,2,2,0,-9,-19,-97,2073,0,0,0,0,0,0,0,0,224,164,158,177,12,12,12,12,1,0,0,1,1,-0.052787584758495716,-0.005417602638609337,6.283103259867164,-7,5,-10,0,1,-1,0,-1,2,-3
76,5770200,-1,2,-6,0,0,0,-5,-1,0,0,0,1,1,-1,1000,0,1,-1,0,418,232,792,1,0,-2,4,1,-6,-24,-80,2079,0,0,0,0,0,0,0,0,204,176,158,176,12,12,12,12,1,0,0,1,1,-0.05204528921049169,-0.004560909655179978,6.283138251578446,-6,1,-6,0,1,-1,0,-1,1,1
80,5771206,-2,1,-2,0,0,0,-6,-4,0,0,0,1,1,-1,1000,0,1,-1,0,418,232,792,2,0,-4,1,2,-2,-14,-77,2084,0,0,0,0,0,0,0,0,195,200,158,175,12,12,12,12,1,0,0,1,1,-0.05128033489910294,-0.004018934999737048,0.000023043250729770648,-8,-3,-2,0,1,-1,0,-2,1,3
84,5772211,-1,0,2,0,0,0,-4,-5,0,0,0,1,1,-1,1000,0,1,-1,0,418,232,792,1,1,-6,-3,0,2,-3,-87,2088,0,0,0,0,0,0,0,0,170,198,158,170,12,12,12,12,1,0,0,1,1,-0.05081682071724609,-0.0037547501774085027,0.0001290186796429893,-5,-5,2,0,1,-1,0,-1,0,5
88,5773261,0,0,4,0,0,0,-1,-4,0,0,0,1,1,-1,1000,0,1,-1,0,418,232,792,1,1,-6,-4,-1,3,0,-103,2089,0,0,0,0,0,0,0,0,158,191,169,168,12,12,12,12,1,0,0,1,1,-0.050730099039858,-0.003575991871027368,0.00023975842135381953,-1,-4,4,0,1,-1,0,-1,0,5
92,5774266,1,0,5,0,0,0,1,-2,0,0,0,1,1,-1,1000,0,1,-1,0,418,232,792,0,0,-5,-2,-2,1,-2,-109,2089,0,0,0,0,0,0,0,0,158,186,187,174,12,12,12,12,1,0,0,1,1,-0.050789413278595597,-0.003387364469672605,0.00032735312392784266,2,-2,5,0,1,-1,0,0,1,4
96,5775272,2,1,5,0,0,0,4,0,0,0,0,1,1,-1,1000,0,0,0,0,418,232,792,-1,0,-3,1,-1,-1,-4,-111,2086,0,0,0,0,0,0,0,0,158,174,201,179,12,12,12,12,1,0,0,1,1,-0.050902955226713155,-0.0031734224973990876,0.00037996605321666266,6,1,5,0,0,0,0,1,0,3
100,5776277,2,1,3,0,0,0,5,1,0,0,0,1,1,-1,1000,0,0,0,0,418,232,792,-1,0,-1,4,0,-1,-6,-110,2082,0,0,0,0,0,0,0,0,158,162,198,176,12,13,13,13,1,0,0,1,1,-0.050993560888725864,-0.0029369421245731245,0.00039748880075496373,7,2,3,0,0,0,0,1,0,1
104,5777284,2,2,1,0,0,0,3,2,0,0,0,1,1,-1,1000,0,0,0,0,418,232,792,-1,-1,1,2,-1,0,-9,-108,2078,0,0,0,0,0,0,0,0,168,158,193,173,13,13,13,13,1,0,0,1,1,-0.051045719398503164,-0.002678966740564677,0.0003790415091513566,5,4,1,0,0,0,0,1,1,-1
108,5778289,1,3,-1,0,0,0,1,3,0,0,0,1,1,-1,1000,0,0,0,0,418,232,792,0,-1,3,1,-2,1,-8,-112,2073,0,0,0,0,0,0,0,0,183,158,188,170,13,13,13,13,1,0,0,1,1,-0.05115231553582807,-0.0024558957174683383,0.00032559710919244367,2,6,-1,0,0,0,0,0,1,-3
112,5779341,0,3,-3,0,0,0,-2,4,0,0,0,1,1,-1,1000,0,0,0,0,418,232,792,0,-1,4,-4,-1,4,0,-122,2075,0,0,0,0,0,0,0,0,195,158,178,163,12,13,13,13,1,0,0,1,1,-0.05141883990046464,-0.0023836169405860373,0.0002513170390932018,-2,7,-3,0,0,0,0,0,1,-4
116,5780346,2,3,-4,0,0,0,0,3,0,0,0,1,1,-1,1000,0,0,0,0,418,232,792,-1,-1,4,-7,-1,5,0,-122,2075,0,0,0,0,0,0,0,0,195,158,189,184,12,12,13,13,1,0,0,1,1,-0.05168459589445306,-0.0023159632753705435,0.00018034802225574964,2,6,-4,0,0,0,0,1,1,-4
120,5781352,2,3,-4,0,0,0,1,2,0,0,0,1,1,-1,1000,0,0,0,0,418,232,792,-1,-1,2,-4,0,2,-3,-121,2081,0,0,0,0,0,0,0,0,193,158,188,187,13,12,12,12,1,0,0,1,1,-0.05191298423266282,-0.0022070746126274907,0.00014437019474922153,3,5,-4,0,0,0,0,1,1,-2
124,5782357,4,2,-4,0,0,0,4,0,0,0,0,1,1,-1,1000,0,0,0,0,418,232,792,-2,-1,1,-2,1,-1,-2,-116,2085,0,0,0,0,0,0,0,0,179,158,194,200,13,13,12,12,1,0,0,1,1,-0.05206461485046966,-0.0021215725253776927,0.00012593983236275363,8,2,-4,0,0,0,0,2,1,-1
128,5783363,5,1,-2,0,0,0,7,-2,0,0,0,1,1,-1,1000,0,0,0,0,418,232,792,-3,0,-1,1,1,-2,8,-103,2090,0,0,0,0,0,0,0,0,164,158,199,209,14,13,12,12,1,0,0,1,1,-0.052027530159810854,-0.0021755631669740445,0.00014347614754672833,12,-1,-2,0,0,0,0,3,0,1
132,5784369,5,0,-1,0,0,0,6,-4,0,0,0,1,1,-1,1000,0,0,0,0,418,232,792,-3,0,-2,0,1,-4,18,-91,2091,0,0,0,0,0,0,0,0,158,169,195,211,14,14,12,12,1,0,0,1,1,-0.05181974825111635,-0.002372133664386964,0.00017855124705512537,11,-4,-1,0,0,0,0,3,0,2
136,5785423,3,0,1,0,0,0,3,-5,0,0,0,1,1,-1,1000,0,0,0,0,418,232,792,-2,1,-2,2,-2,-3,18,-85,2089,0,0,0,0,0,0,0,0,158,181,184,201,16,14,13,12,1,0,0,1,1,-0.05152698166602865,-0.0025398146749018293,0.00021624986010859715,6,-5,1,0,0,0,0,2,-1,2
140,5786428,2,0,1,0,0,0,-1,-3,0,0,0,1,1,-1,1000,0,0,0,0,418,232,792,-1,0,-2,1,1,-2,15,-88,2090,0,0,0,0,0,0,0,0,158,174,166,172,16,15,13,12,1,0,0,1,1,-0.05127315991533094,-0.0026743117863933037,0.00025128737425283987,1,-3,1,0,0,0,0,1,0,2
144,5787434,-2,0,1,0,0,0,-8,-2,0,0,0,1,1,-1,1000,0,0,0,0,418,232,792,2,0,-1,6,-2,0,15,-94,2085,0,0,0,0,0,0,0,0,193,205,158,162,18,17,15,12,1,0,0,1,1,-0.05106576345389619,-0.002800858907751016,0.00026882441404563195,-10,-2,1,0,0,0,0,-2,0,1
148,5788441,-2,1,0,0,0,0,-11,0,0,0,0,0,1,-3,1000,0,0,0,0,418,232,792,2,0,0,-1,1,1,17,-102,2090,0,0,0,0,0,0,0,0,206,206,161,158,20,17,15,14,1,0,0,1,1,-0.05096897716636591,-0.0029456892863475347,0.0002688252090150556,-13,1,0,0,0,0,0,-2,0,0
152,5789445,-4,1,0,0,0,0,-10,0,0,0,0,0,1,-3,1000,0,0,-1,0,415,224,792,3,0,0,1,0,1,18,-107,2087,0,0,0,0,0,0,0,0,213,208,161,158,22,19,16,14,1,0,0,1,1,-0.05092458166716236,-0.003095855779455005,0.0002688252399236646,-14,1,0,0,0,-1,0,-3,0,-1
156,5790451,-2,1,-1,0,0,0,-7,0,0,0,0,0,1,-3,1000,0,0,-1,0,415,224,792,1,0,0,-2,0,1,15,-118,2092,0,0,0,0,0,0,0,0,195,187,159,158,22,19,18,15,1,0,0,1,1,-0.05104799330213596,-0.0032011678532954495,0.0002688237635828372,-9,1,-1,0,0,-1,0,-1,0,-1
160,5791510,-3,0,-1,0,0,0,-5,-1,0,0,0,0,1,-3,1000,0,0,-1,0,415,224,792,2,0,-1,-2,1,0,13,-119,2090,0,0,0,0,0,0,0,0,193,190,158,165,24,21,18,17,1,0,0,1,1,-0.05115926593874032,-0.0032781616410315776,0.00028728113089204754,-8,-1,-1,0,0,-1,0,-2,0,0
164,5792516,2,0,-1,0,0,0,4,-2,0,0,0,0,1,-1,1000,0,0,-2,0,415,224,791,-1,1,0,1,1,3,10,-128,2091,0,0,0,0,0,0,0,0,158,159,174,187,27,22,20,17,1,0,0,1,1,-0.051423045857210255,-0.003298023820450979,0.00028818067002589487,6,-2,-1,0,0,-2,0,1,-1,-2
168,5793521,-1,0,-2,0,0,0,3,-2,0,0,0,0,1,-1,1000,0,0,-2,0,415,224,791,1,1,0,-1,-1,0,10,-125,2090,0,0,0,0,0,0,0,0,158,159,160,176,29,24,22,19,1,0,0,1,1,-0.05160669583196991,-0.003316624608082639,0.00028908659019410976,2,-2,-2,0,0,-2,0,-1,-1,-2
172,5794527,3,0,-2,0,0,0,7,-1,0,0,0,0,1,-1,1000,0,0,-1,0,415,224,791,-2,1,1,0,2,1,7,-124,2090,0,0,0,0,0,0,0,0,163,158,193,207,31,24,22,23,1,0,0,1,1,-0.05182178984443253,-0.0032992534846599296,0.00027246563917415756,10,-1,-2,0,0,-1,0,2,-1,-2
176,5795535,1,0,-3,0,0,0,5,-1,0,0,0,0,1,-1,1000,0,0,-1,0,415,224,791,-1,0,2,-4,-2,0,9,-116,2090,0,0,0,0,0,0,0,0,169,158,180,195,35,26,24,23,1,0,0,1,1,-0.05192281044552834,-0.0033205840943817274,0.00023733048032514859,6,-1,-3,0,0,-1,0,1,0,-3
180,5796539,3,1,-4,0,0,0,6,2,0,0,0,1,1,-3,1000,0,0,-1,0,415,224,791,-2,0,2,-5,0,0,9,-112,2092,0,0,0,0,0,0,0,0,182,158,203,208,41,31,26,23,1,0,0,1,1,-0.0519925685998954,-0.0033408846355496673,0.00020233293725624435,9,3,-4,0,0,-1,0,2,0,-3
184,5797605,2,0,-4,0,0,0,4,1,0,0,0,1,1,-3,1000,0,0,-1,0,415,224,791,-1,0,1,0,1,-2,8,-106,2093,0,0,0,0,0,0,0,0,175,158,181,192,45,35,28,25,1,0,0,1,1,-0.051979974601504136,-0.0033505068184690057,0.00018375135815773547,6,1,-4,0,0,-1,0,1,0,-2
188,5798611,1,1,-3,0,0,0,0,1,0,0,0,1,1,-3,1000,0,0,-1,0,415,224,791,-1,0,0,0,1,-3,8,-98,2096,0,0,0,0,0,0,0,0,174,158,167,174,53,38,31,27,1,0,0,1,1,-0.05188273017370356,-0.003360563271719705,0.00018374610547855497,1,2,-3,0,0,-1,0,1,0,-1
192,5799620,2,1,-2,0,0,0,0,1,0,0,0,1,1,-3,1000,0,0,-2,0,415,224,791,-1,0,-1,1,0,-1,9,-93,2093,0,0,0,0,0,0,0,0,175,158,175,174,58,41,37,30,1,0,0,1,1,-0.051740629786931114,-0.003381379038058152,0.00020132570610797984,2,2,-2,0,0,-2,0,1,0,-1
196,5800621,3,1,-1,0,0,0,2,2,0,0,0,1,1,-1,1000,0,0,-2,0,415,224,791,-2,0,-2,-2,-2,0,10,-97,2092,0,0,0,0,0,0,0,0,175,158,189,182,65,50,44,32,1,0,0,1,1,-0.05166182790723178,-0.003412250239665922,0.00023621569538079257,5,3,-1,0,0,-2,0,2,0,0
200,5801632,3,1,-1,0,0,0,3,2,0,0,0,1,1,-1,1000,0,0,-1,0,415,224,791,-2,0,-2,0,-1,1,11,-99,2088,0,0,0,0,0,0,0,0,171,158,191,184,73,54,44,35,1,0,0,1,1,-0.05160868063161423,-0.0034518700217132147,0.00027145569430331307,6,3,-1,0,0,-1,0,2,0,1
204,5802634,2,1,0,0,0,0,0,1,0,0,0,1,1,-1,1000,0,0,-1,0,415,224,791,-1,0,-1,0,-1,1,13,-107,2086,0,0,0,0,0,0,0,0,169,158,176,169,83,62,54,38,1,0,0,1,1,-0.051618553071507825,-0.003508353526518946,0.00028892044826278607,2,2,0,0,0,-1,0,1,0,0
208,5803708,1,1,-1,0,0,0,-2,1,0,0,0,1,1,-1,1000,0,0,-1,0,415,224,791,0,0,0,3,0,2,12,-115,2082,0,0,0,0,0,0,0,0,170,158,161,158,93,69,60,45,1,0,0,1,1,-0.051688566420493125,-0.003552526610812037,0.00028892332562158174,-1,2,-1,0,0,-1,0,0,0,-1
212,5804711,-2,1,-1,0,0,0,-6,0,0,0,0,1,1,-1,1000,0,0,-1,0,415,224,791,2,0,1,4,1,2,9,-111,2079,0,0,0,0,0,0,0,0,194,185,158,161,97,75,66,48,1,0,0,1,1,-0.051686148416354834,-0.0035664961366662588,0.000271442270331157,-8,1,-1,0,0,-1,0,-2,0,-2
216,5805723,-2,1,-2,0,0,0,-9,0,0,0,0,1,1,-1,1000,0,0,-1,0,415,224,791,2,0,1,2,0,1,8,-119,2078,0,0,0,0,0,0,0,0,207,193,158,159,105,85,70,56,1,0,0,1,1,-0.051756102145150945,-0.0035708516728439406,0.0002538074294138326,-11,1,-2,0,0,-1,0,-2,0,-2
220,5806725,-1,1,-3,0,0,0,-6,1,0,0,0,1,1,-1,1000,0,0,-1,0,415,224,791,1,0,2,-2,-1,4,9,-122,2079,0,0,0,0,0,0,0,0,191,173,158,159,114,89,81,60,1,0,0,1,1,-0.0518668760599116,-0.0035830675220335463,0.00021888326278585168,-7,2,-3,0,0,-1,0,-1,0,-3
224,5807729,0,1,-3,0,0,0,-2,0,0,0,0,1,1,-1,1000,0,0,0,0,415,224,791,0,0,3,-3,0,3,17,-124,2077,0,0,0,0,0,0,0,0,177,164,158,170,119,96,91,66,1,0,0,1,1,-0.05200920055925492,-0.003664376861451949,0.00016639099427973036,-2,1,-3,0,0,0,0,0,0,-3
228,5808735,0,1,-4,0,0,0,0,-1,0,0,0,1,1,-1,1000,0,0,0,0,415,224,791,1,0,2,-1,-1,0,19,-113,2084,0,0,0,0,0,0,0,0,173,158,158,169,135,101,95,74,1,0,0,1,1,-0.05203110800703342,-0.0037608312021037336,0.00013132414265282222,0,0,-4,0,0,0,0,-1,0,-2
232,5809739,-1,1,-3,0,0,0,0,-1,0,0,0,1,1,-1,1000,0,0,0,0,417,218,791,1,0,0,4,0,-7,12,-100,2080,0,0,0,0,0,0,0,0,171,161,158,168,140,109,104,83,1,0,0,1,1,-0.05194312393762741,-0.003796325992876185,0.00013132074147659267,-1,0,-3,0,0,0,0,-1,0,0
236,5810820,-2,1,-1,0,0,0,-2,0,0,0,0,1,1,-1,1000,0,0,0,0,417,218,791,2,0,-2,4,-1,-9,3,-87,2079,0,0,0,0,0,0,0,0,176,169,158,159,139,114,113,83,1,0,0,1,1,-0.051729422731368435,-0.0037571923324753917,0.0001689959948540931,-4,1,-1,0,0,0,0,-2,0,2
240,5811827,-2,1,1,0,0,0,-3,0,0,0,0,1,1,-1,1000,0,0,0,0,417,218,791,2,0,-4,5,0,-10,-1,-78,2074,0,0,0,0,0,0,0,0,177,182,163,158,145,124,118,90,1,0,0,1,1,-0.05145250567649173,-0.0036881789501580025,0.00023919399161442811,-5,1,1,0,0,0,0,-2,0,4
244,5812833,-1,2,4,0,0,0,-2,1,0,0,0,1,1,-1,1000,0,0,0,0,417,218,791,1,-1,-6,0,-4,-8,1,-83,2071,0,0,0,0,0,0,0,0,187,188,187,158,144,125,128,97,1,0,0,1,1,-0.05124293161750936,-0.003656759359433498,0.0003434968427180607,-3,3,4,0,0,0,0,-1,1,6
248,5813836,-2,3,6,0,0,0,-1,5,0,0,0,1,1,-1,1000,0,0,0,0,417,218,791,2,-2,-6,0,-4,-2,4,-91,2070,0,0,0,0,0,0,0,0,201,193,211,158,146,125,133,102,1,0,0,1,1,-0.05108689798909498,-0.0036678047912350655,0.0004466040925912296,-3,8,6,0,0,0,0,-2,2,6
252,5814843,0,4,6,0,0,0,0,5,0,0,0,1,1,-1,1000,0,0,0,0,417,218,791,1,-2,-5,-5,-2,5,7,-109,2070,0,0,0,0,0,0,0,0,196,186,218,158,158,123,135,110,1,0,0,1,1,-0.05109416917739266,-0.003701993970498058,0.0005325715727328983,0,9,6,0,0,0,0,-1,2,5
256,5815848,1,5,5,0,0,0,4,6,0,0,0,1,1,-1,1000,0,0,0,0,417,218,791,-1,-3,-3,-4,-1,8,7,-130,2074,0,0,0,0,0,0,0,0,178,158,221,159,154,127,136,115,1,0,0,1,1,-0.05129704572208246,-0.003750960955888144,0.0005824151114426357,5,11,5,0,0,0,0,1,3,3
260,5816897,4,4,3,0,0,0,8,5,0,0,0,1,1,-1,1000,0,0,0,0,417,218,791,-2,-2,0,-7,0,8,8,-136,2085,0,0,0,0,0,0,0,0,179,158,233,187,169,127,138,115,1,0,0,1,1,-0.05155456962690484,-0.003788195568294287,0.0005805027211982505,12,9,3,0,0,0,0,2,2,0
